topico,fecha,diario,seccion,freq
discurso-de-odio,2022-09-07,paginadoce,espectaculos,0
copitos,2022-09-07,infobae,espectaculos,0
discurso-de-odio,2022-09-07,infobae,espectaculos,0
copitos,2022-09-07,infobae,cultura,0
discurso-de-odio,2022-09-07,infobae,cultura,0
copitos,2022-09-07,infobae,opinion,0
discurso-de-odio,2022-09-07,infobae,opinion,3
copitos,2022-09-07,ambito,politica,0
discurso-de-odio,2022-09-07,ambito,politica,4
copitos,2022-09-07,ambito,deportes,0
discurso-de-odio,2022-09-07,ambito,deportes,0
copitos,2022-09-07,ambito,nacional,0
discurso-de-odio,2022-09-07,ambito,nacional,1
copitos,2022-09-07,paginadoce,sociedad,0
discurso-de-odio,2022-09-07,paginadoce,sociedad,0
copitos,2022-09-07,clarin,politica,1
discurso-de-odio,2022-09-07,clarin,politica,10
copitos,2022-09-07,infobae,deportes,0
discurso-de-odio,2022-09-07,infobae,deportes,0
copitos,2022-09-07,todonoticias,musica,0
discurso-de-odio,2022-09-07,todonoticias,musica,0
copitos,2022-09-07,infobae,economia,0
discurso-de-odio,2022-09-07,infobae,economia,0
copitos,2022-09-07,infobae,sociedad,1
discurso-de-odio,2022-09-07,infobae,sociedad,0
copitos,2022-09-07,infobae,politica,1
discurso-de-odio,2022-09-07,infobae,politica,16
copitos,2022-09-07,perfil,sociedad,0
discurso-de-odio,2022-09-07,perfil,sociedad,0
copitos,2022-09-07,eldestape,deportes,0
discurso-de-odio,2022-09-07,eldestape,deportes,0
copitos,2022-09-07,infobae,salud,0
discurso-de-odio,2022-09-07,infobae,salud,0
copitos,2022-09-07,clarin,economia,0
discurso-de-odio,2022-09-07,clarin,economia,0
copitos,2022-09-07,clarin,internacional,0
discurso-de-odio,2022-09-07,clarin,internacional,0
copitos,2022-09-06,clarin,buena-vida,0
discurso-de-odio,2022-09-06,clarin,buena-vida,0
copitos,2022-09-07,clarin,deportes,0
discurso-de-odio,2022-09-07,clarin,deportes,0
copitos,2022-09-07,todonoticias,deportes,0
discurso-de-odio,2022-09-07,todonoticias,deportes,0
copitos,2022-09-07,todonoticias,politica,0
discurso-de-odio,2022-09-07,todonoticias,politica,12
copitos,2022-09-07,todonoticias,policiales,0
discurso-de-odio,2022-09-07,todonoticias,policiales,0
copitos,2022-09-07,todonoticias,internacional,0
discurso-de-odio,2022-09-07,todonoticias,internacional,0
copitos,2022-09-07,lanacion,politica,0
discurso-de-odio,2022-09-07,lanacion,politica,5
copitos,2022-09-07,lanacion,sociedad,0
discurso-de-odio,2022-09-07,lanacion,sociedad,0
copitos,2022-09-07,lanacion,internacional,0
discurso-de-odio,2022-09-07,lanacion,internacional,0
copitos,2022-09-07,lanacion,economia,0
discurso-de-odio,2022-09-07,lanacion,economia,0
copitos,2022-09-07,eldestape,internacional,0
discurso-de-odio,2022-09-07,eldestape,internacional,1
copitos,2022-09-07,clarin,viajes,0
discurso-de-odio,2022-09-07,clarin,viajes,0
copitos,2022-09-07,lanacion,autos,0
discurso-de-odio,2022-09-07,lanacion,autos,0
copitos,2022-09-07,todonoticias,tecno,0
discurso-de-odio,2022-09-07,todonoticias,tecno,0
copitos,2022-09-07,diariodeleuco,todo,0
discurso-de-odio,2022-09-07,diariodeleuco,todo,3
copitos,2022-09-07,lanacion,lifestyle,0
discurso-de-odio,2022-09-07,lanacion,lifestyle,0
copitos,2022-09-07,perfil,ciencia,0
discurso-de-odio,2022-09-07,perfil,ciencia,3
copitos,2022-09-07,eldestape,cultura,0
discurso-de-odio,2022-09-07,eldestape,cultura,0
copitos,2022-09-07,todonoticias,opinion,0
discurso-de-odio,2022-09-07,todonoticias,opinion,1
copitos,2022-09-07,clarin,espectaculos,0
discurso-de-odio,2022-09-07,clarin,espectaculos,1
copitos,2022-09-07,lanacion,seguridad,0
discurso-de-odio,2022-09-07,lanacion,seguridad,0
copitos,2022-09-07,todonoticias,autos,0
discurso-de-odio,2022-09-07,todonoticias,autos,0
copitos,2022-09-07,clarin,policiales,0
discurso-de-odio,2022-09-07,clarin,policiales,0
copitos,2022-09-07,todonoticias,salud,0
discurso-de-odio,2022-09-07,todonoticias,salud,0
copitos,2022-09-07,paginadoce,internacional,0
discurso-de-odio,2022-09-07,paginadoce,internacional,1
copitos,2022-09-07,clarin,sociedad,0
discurso-de-odio,2022-09-07,clarin,sociedad,2
copitos,2022-09-07,lanacion,tecnologia,0
discurso-de-odio,2022-09-07,lanacion,tecnologia,0
copitos,2022-09-07,eldestape,sociedad,0
discurso-de-odio,2022-09-07,eldestape,sociedad,2
copitos,2022-09-07,eldestape,espectaculos,0
discurso-de-odio,2022-09-07,eldestape,espectaculos,0
copitos,2022-09-07,paginadoce,no,0
discurso-de-odio,2022-09-07,paginadoce,no,0
copitos,2022-09-07,perfil,opinion,0
discurso-de-odio,2022-09-07,perfil,opinion,8
copitos,2022-09-07,clarin,tecnologia,0
discurso-de-odio,2022-09-07,clarin,tecnologia,0
copitos,2022-09-07,lanacion,cultura,0
discurso-de-odio,2022-09-07,lanacion,cultura,0
copitos,2022-09-07,todonoticias,estilo,0
discurso-de-odio,2022-09-07,todonoticias,estilo,0
copitos,2022-09-07,lanacion,buenos-aires,0
discurso-de-odio,2022-09-07,lanacion,buenos-aires,0
copitos,2022-09-07,ambito,negocios,0
discurso-de-odio,2022-09-07,ambito,negocios,0
copitos,2022-09-07,clarin,autos,0
discurso-de-odio,2022-09-07,clarin,autos,0
copitos,2022-09-07,clarin,cultura,0
discurso-de-odio,2022-09-07,clarin,cultura,0
copitos,2022-09-07,perfil,tecnologia,0
discurso-de-odio,2022-09-07,perfil,tecnologia,0
copitos,2022-09-07,diariodeleuco,editorial,0
discurso-de-odio,2022-09-07,diariodeleuco,editorial,3
copitos,2022-09-07,clarin,ciudades,0
discurso-de-odio,2022-09-07,clarin,ciudades,0
copitos,2022-09-07,lanacion,salud,0
discurso-de-odio,2022-09-07,lanacion,salud,0
copitos,2022-09-07,ambito,lifestyle,0
discurso-de-odio,2022-09-07,ambito,lifestyle,0
copitos,2022-09-07,paginadoce,deportes,0
discurso-de-odio,2022-09-07,paginadoce,deportes,0
copitos,2022-09-07,eldestape,ciencia,0
discurso-de-odio,2022-09-07,eldestape,ciencia,0
copitos,2022-09-07,clarin,opinion,0
discurso-de-odio,2022-09-07,clarin,opinion,0
copitos,2022-09-07,clarin,arq,0
discurso-de-odio,2022-09-07,clarin,arq,0
copitos,2022-09-07,lanacion,turismo,0
discurso-de-odio,2022-09-07,lanacion,turismo,0
copitos,2022-09-07,paginadoce,economia,0
discurso-de-odio,2022-09-07,paginadoce,economia,0
copitos,2022-09-07,perfil,cultura,0
discurso-de-odio,2022-09-07,perfil,cultura,0
copitos,2022-09-07,paginadoce,las12,0
discurso-de-odio,2022-09-07,paginadoce,las12,1
copitos,2022-09-08,perfil,economia,0
discurso-de-odio,2022-09-08,perfil,economia,0
copitos,2022-09-08,perfil,politica,0
discurso-de-odio,2022-09-08,perfil,politica,5
copitos,2022-09-08,perfil,deportes,0
discurso-de-odio,2022-09-08,perfil,deportes,0
copitos,2022-09-08,perfil,espectaculos,0
discurso-de-odio,2022-09-08,perfil,espectaculos,0
copitos,2022-09-08,perfil,policiales,0
discurso-de-odio,2022-09-08,perfil,policiales,0
copitos,2022-09-08,lanacion,deportes,0
discurso-de-odio,2022-09-08,lanacion,deportes,0
copitos,2022-09-08,lanacion,espectaculos,0
discurso-de-odio,2022-09-08,lanacion,espectaculos,0
copitos,2022-09-08,infobae,internacional,0
discurso-de-odio,2022-09-08,infobae,internacional,6
copitos,2022-09-08,infobae,opinion,0
discurso-de-odio,2022-09-08,infobae,opinion,0
copitos,2022-09-08,perfil,sociedad,0
discurso-de-odio,2022-09-08,perfil,sociedad,0
copitos,2022-09-08,paginadoce,economia,0
discurso-de-odio,2022-09-08,paginadoce,economia,0
copitos,2022-09-08,paginadoce,rosario12,0
discurso-de-odio,2022-09-08,paginadoce,rosario12,0
copitos,2022-09-08,clarin,politica,1
discurso-de-odio,2022-09-08,clarin,politica,4
copitos,2022-09-07,clarin,cartas-al-pais,0
discurso-de-odio,2022-09-07,clarin,cartas-al-pais,0
copitos,2022-09-08,eldestape,politica,0
discurso-de-odio,2022-09-08,eldestape,politica,11
copitos,2022-09-08,eldestape,economia,0
discurso-de-odio,2022-09-08,eldestape,economia,0
copitos,2022-09-08,eldestape,internacional,0
discurso-de-odio,2022-09-08,eldestape,internacional,0
copitos,2022-09-08,eldestape,sociedad,0
discurso-de-odio,2022-09-08,eldestape,sociedad,0
copitos,2022-09-08,infobae,cultura,0
discurso-de-odio,2022-09-08,infobae,cultura,0
copitos,2022-09-08,infobae,espectaculos,0
discurso-de-odio,2022-09-08,infobae,espectaculos,0
copitos,2022-09-08,infobae,inhouse,0
discurso-de-odio,2022-09-08,infobae,inhouse,0
copitos,2022-09-08,ambito,politica,0
discurso-de-odio,2022-09-08,ambito,politica,1
copitos,2022-09-08,ambito,economia,0
discurso-de-odio,2022-09-08,ambito,economia,0
copitos,2022-09-08,ambito,sociedad,0
discurso-de-odio,2022-09-08,ambito,sociedad,0
copitos,2022-09-08,ambito,espectaculos,0
discurso-de-odio,2022-09-08,ambito,espectaculos,1
copitos,2022-09-08,ambito,finanzas,0
discurso-de-odio,2022-09-08,ambito,finanzas,0
copitos,2022-09-08,ambito,negocios,0
discurso-de-odio,2022-09-08,ambito,negocios,0
copitos,2022-09-08,ambito,nacional,0
discurso-de-odio,2022-09-08,ambito,nacional,0
copitos,2022-09-08,todonoticias,policiales,0
discurso-de-odio,2022-09-08,todonoticias,policiales,0
copitos,2022-09-08,todonoticias,economia,0
discurso-de-odio,2022-09-08,todonoticias,economia,0
copitos,2022-09-08,todonoticias,sociedad,0
discurso-de-odio,2022-09-08,todonoticias,sociedad,0
copitos,2022-09-08,paginadoce,espectaculos,0
discurso-de-odio,2022-09-08,paginadoce,espectaculos,0
copitos,2022-09-08,paginadoce,politica,0
discurso-de-odio,2022-09-08,paginadoce,politica,11
copitos,2022-09-08,paginadoce,universidad,0
discurso-de-odio,2022-09-08,paginadoce,universidad,0
copitos,2022-09-08,clarin,policiales,0
discurso-de-odio,2022-09-08,clarin,policiales,0
copitos,2022-09-08,infobae,sociedad,0
discurso-de-odio,2022-09-08,infobae,sociedad,0
copitos,2022-09-08,infobae,economia,0
discurso-de-odio,2022-09-08,infobae,economia,0
copitos,2022-09-08,paginadoce,deportes,0
discurso-de-odio,2022-09-08,paginadoce,deportes,0
copitos,2022-09-08,paginadoce,psicologia,0
discurso-de-odio,2022-09-08,paginadoce,psicologia,2
copitos,2022-09-08,clarin,deportes,0
discurso-de-odio,2022-09-08,clarin,deportes,0
copitos,2022-09-08,eldestape,cultura,0
discurso-de-odio,2022-09-08,eldestape,cultura,0
copitos,2022-09-08,paginadoce,internacional,0
discurso-de-odio,2022-09-08,paginadoce,internacional,1
copitos,2022-09-08,paginadoce,sociedad,0
discurso-de-odio,2022-09-08,paginadoce,sociedad,1
copitos,2022-09-08,infobae,deportes,0
discurso-de-odio,2022-09-08,infobae,deportes,0
copitos,2022-09-08,infobae,politica,6
discurso-de-odio,2022-09-08,infobae,politica,12
copitos,2022-09-08,infobae,tendencias,0
discurso-de-odio,2022-09-08,infobae,tendencias,0
copitos,2022-09-08,infobae,salud,0
discurso-de-odio,2022-09-08,infobae,salud,0
copitos,2022-09-08,todonoticias,espectaculos,0
discurso-de-odio,2022-09-08,todonoticias,espectaculos,0
copitos,2022-09-08,clarin,sociedad,0
discurso-de-odio,2022-09-08,clarin,sociedad,0
copitos,2022-09-08,eldestape,deportes,0
discurso-de-odio,2022-09-08,eldestape,deportes,0
copitos,2022-09-08,clarin,internacional,0
discurso-de-odio,2022-09-08,clarin,internacional,0
copitos,2022-09-08,clarin,economia,0
discurso-de-odio,2022-09-08,clarin,economia,0
copitos,2022-09-07,clarin,buena-vida,0
discurso-de-odio,2022-09-07,clarin,buena-vida,0
copitos,2022-09-08,perfil,opinion,0
discurso-de-odio,2022-09-08,perfil,opinion,1
copitos,2022-09-08,todonoticias,politica,3
discurso-de-odio,2022-09-08,todonoticias,politica,0
copitos,2022-09-08,todonoticias,deportes,0
discurso-de-odio,2022-09-08,todonoticias,deportes,0
copitos,2022-09-08,clarin,viva,0
discurso-de-odio,2022-09-08,clarin,viva,0
copitos,2022-09-08,todonoticias,tecno,0
discurso-de-odio,2022-09-08,todonoticias,tecno,0
copitos,2022-09-08,todonoticias,estilo,0
discurso-de-odio,2022-09-08,todonoticias,estilo,0
copitos,2022-09-08,perfil,salud,0
discurso-de-odio,2022-09-08,perfil,salud,0
copitos,2022-09-08,lanacion,propiedades,0
discurso-de-odio,2022-09-08,lanacion,propiedades,0
copitos,2022-09-08,lanacion,internacional,0
discurso-de-odio,2022-09-08,lanacion,internacional,0
copitos,2022-09-08,lanacion,economia,0
discurso-de-odio,2022-09-08,lanacion,economia,0
copitos,2022-09-08,lanacion,autos,0
discurso-de-odio,2022-09-08,lanacion,autos,0
copitos,2022-09-08,lanacion,politica,0
discurso-de-odio,2022-09-08,lanacion,politica,8
copitos,2022-09-08,lanacion,seguridad,0
discurso-de-odio,2022-09-08,lanacion,seguridad,0
copitos,2022-09-08,lanacion,sociedad,0
discurso-de-odio,2022-09-08,lanacion,sociedad,0
copitos,2022-09-08,todonoticias,musica,0
discurso-de-odio,2022-09-08,todonoticias,musica,0
copitos,2022-09-08,lanacion,cultura,0
discurso-de-odio,2022-09-08,lanacion,cultura,0
copitos,2022-09-08,diariodeleuco,todo,0
discurso-de-odio,2022-09-08,diariodeleuco,todo,4
copitos,2022-09-08,clarin,rural,0
discurso-de-odio,2022-09-08,clarin,rural,0
copitos,2022-09-08,clarin,opinion,0
discurso-de-odio,2022-09-08,clarin,opinion,6
copitos,2022-09-08,ambito,internacional,0
discurso-de-odio,2022-09-08,ambito,internacional,0
copitos,2022-09-08,todonoticias,internacional,0
discurso-de-odio,2022-09-08,todonoticias,internacional,0
copitos,2022-09-08,perfil,internacional,0
discurso-de-odio,2022-09-08,perfil,internacional,1
copitos,2022-09-08,perfil,cultura,0
discurso-de-odio,2022-09-08,perfil,cultura,0
copitos,2022-09-08,clarin,espectaculos,0
discurso-de-odio,2022-09-08,clarin,espectaculos,0
copitos,2022-09-08,lanacion,tecnologia,0
discurso-de-odio,2022-09-08,lanacion,tecnologia,0
copitos,2022-09-08,eldestape,espectaculos,0
discurso-de-odio,2022-09-08,eldestape,espectaculos,0
copitos,2022-09-08,todonoticias,salud,0
discurso-de-odio,2022-09-08,todonoticias,salud,0
copitos,2022-09-08,clarin,autos,0
discurso-de-odio,2022-09-08,clarin,autos,0
copitos,2022-09-08,ambito,deportes,0
discurso-de-odio,2022-09-08,ambito,deportes,0
copitos,2022-09-08,todonoticias,autos,0
discurso-de-odio,2022-09-08,todonoticias,autos,0
copitos,2022-09-08,clarin,tecnologia,0
discurso-de-odio,2022-09-08,clarin,tecnologia,0
copitos,2022-09-08,eldestape,ciencia,0
discurso-de-odio,2022-09-08,eldestape,ciencia,0
copitos,2022-09-08,clarin,cultura,0
discurso-de-odio,2022-09-08,clarin,cultura,0
copitos,2022-09-08,lanacion,turismo,0
discurso-de-odio,2022-09-08,lanacion,turismo,0
copitos,2022-09-08,perfil,tecnologia,0
discurso-de-odio,2022-09-08,perfil,tecnologia,0
copitos,2022-09-08,clarin,ciudades,0
discurso-de-odio,2022-09-08,clarin,ciudades,0
copitos,2022-09-08,paginadoce,radar libros,0
discurso-de-odio,2022-09-08,paginadoce,radar libros,0
copitos,2022-09-08,lanacion,buenos-aires,0
discurso-de-odio,2022-09-08,lanacion,buenos-aires,0
copitos,2022-09-08,lanacion,salud,0
discurso-de-odio,2022-09-08,lanacion,salud,0
copitos,2022-09-08,paginadoce,no,0
discurso-de-odio,2022-09-08,paginadoce,no,0
copitos,2022-09-08,diariodeleuco,editorial,0
discurso-de-odio,2022-09-08,diariodeleuco,editorial,0
copitos,2022-09-08,paginadoce,soy,0
discurso-de-odio,2022-09-08,paginadoce,soy,0
copitos,2022-09-09,perfil,internacional,0
discurso-de-odio,2022-09-09,perfil,internacional,0
copitos,2022-09-09,perfil,deportes,0
discurso-de-odio,2022-09-09,perfil,deportes,0
copitos,2022-09-09,perfil,espectaculos,0
discurso-de-odio,2022-09-09,perfil,espectaculos,0
copitos,2022-09-09,perfil,economia,0
discurso-de-odio,2022-09-09,perfil,economia,0
copitos,2022-09-08,ambito,ambito-biz,0
discurso-de-odio,2022-09-08,ambito,ambito-biz,0
copitos,2022-09-09,perfil,politica,0
discurso-de-odio,2022-09-09,perfil,politica,7
copitos,2022-09-09,lanacion,espectaculos,0
discurso-de-odio,2022-09-09,lanacion,espectaculos,0
copitos,2022-09-09,lanacion,deportes,0
discurso-de-odio,2022-09-09,lanacion,deportes,0
copitos,2022-09-09,todonoticias,economia,0
discurso-de-odio,2022-09-09,todonoticias,economia,0
copitos,2022-09-09,todonoticias,policiales,0
discurso-de-odio,2022-09-09,todonoticias,policiales,0
copitos,2022-09-09,paginadoce,soy,0
discurso-de-odio,2022-09-09,paginadoce,soy,0
copitos,2022-09-09,paginadoce,las12,0
discurso-de-odio,2022-09-09,paginadoce,las12,4
copitos,2022-09-09,paginadoce,rosario12,0
discurso-de-odio,2022-09-09,paginadoce,rosario12,0
copitos,2022-09-09,clarin,espectaculos,0
discurso-de-odio,2022-09-09,clarin,espectaculos,0
copitos,2022-09-08,clarin,cartas-al-pais,0
discurso-de-odio,2022-09-08,clarin,cartas-al-pais,0
copitos,2022-09-09,eldestape,politica,0
discurso-de-odio,2022-09-09,eldestape,politica,5
copitos,2022-09-09,eldestape,economia,0
discurso-de-odio,2022-09-09,eldestape,economia,15
copitos,2022-09-09,infobae,internacional,0
discurso-de-odio,2022-09-09,infobae,internacional,1
copitos,2022-09-09,infobae,cultura,0
discurso-de-odio,2022-09-09,infobae,cultura,0
copitos,2022-09-09,infobae,deportes,0
discurso-de-odio,2022-09-09,infobae,deportes,0
copitos,2022-09-09,infobae,opinion,0
discurso-de-odio,2022-09-09,infobae,opinion,1
copitos,2022-09-09,infobae,inhouse,0
discurso-de-odio,2022-09-09,infobae,inhouse,0
copitos,2022-09-09,ambito,politica,0
discurso-de-odio,2022-09-09,ambito,politica,2
copitos,2022-09-09,ambito,economia,0
discurso-de-odio,2022-09-09,ambito,economia,0
copitos,2022-09-09,ambito,internacional,0
discurso-de-odio,2022-09-09,ambito,internacional,0
copitos,2022-09-09,ambito,espectaculos,0
discurso-de-odio,2022-09-09,ambito,espectaculos,0
copitos,2022-09-09,ambito,finanzas,0
discurso-de-odio,2022-09-09,ambito,finanzas,0
copitos,2022-09-09,ambito,negocios,0
discurso-de-odio,2022-09-09,ambito,negocios,0
copitos,2022-09-09,ambito,ambito-biz,0
discurso-de-odio,2022-09-09,ambito,ambito-biz,0
copitos,2022-09-09,paginadoce,espectaculos,0
discurso-de-odio,2022-09-09,paginadoce,espectaculos,1
copitos,2022-09-09,ambito,nacional,0
discurso-de-odio,2022-09-09,ambito,nacional,0
copitos,2022-09-09,paginadoce,politica,0
discurso-de-odio,2022-09-09,paginadoce,politica,10
copitos,2022-09-09,perfil,policiales,0
discurso-de-odio,2022-09-09,perfil,policiales,0
copitos,2022-09-09,ambito,deportes,0
discurso-de-odio,2022-09-09,ambito,deportes,0
copitos,2022-09-09,infobae,tendencias,0
discurso-de-odio,2022-09-09,infobae,tendencias,0
copitos,2022-09-09,infobae,economia,0
discurso-de-odio,2022-09-09,infobae,economia,0
copitos,2022-09-09,infobae,salud,0
discurso-de-odio,2022-09-09,infobae,salud,0
copitos,2022-09-09,infobae,politica,4
discurso-de-odio,2022-09-09,infobae,politica,0
copitos,2022-09-09,infobae,sociedad,0
discurso-de-odio,2022-09-09,infobae,sociedad,0
copitos,2022-09-09,infobae,espectaculos,0
discurso-de-odio,2022-09-09,infobae,espectaculos,0
copitos,2022-09-09,paginadoce,internacional,0
discurso-de-odio,2022-09-09,paginadoce,internacional,1
copitos,2022-09-09,perfil,sociedad,0
discurso-de-odio,2022-09-09,perfil,sociedad,0
copitos,2022-09-09,clarin,policiales,0
discurso-de-odio,2022-09-09,clarin,policiales,0
copitos,2022-09-09,clarin,internacional,0
discurso-de-odio,2022-09-09,clarin,internacional,0
copitos,2022-09-09,eldestape,deportes,0
discurso-de-odio,2022-09-09,eldestape,deportes,0
copitos,2022-09-09,clarin,economia,0
discurso-de-odio,2022-09-09,clarin,economia,0
copitos,2022-09-09,clarin,autos,0
discurso-de-odio,2022-09-09,clarin,autos,0
copitos,2022-09-08,clarin,buena-vida,0
discurso-de-odio,2022-09-08,clarin,buena-vida,0
copitos,2022-09-09,todonoticias,sociedad,0
discurso-de-odio,2022-09-09,todonoticias,sociedad,0
copitos,2022-09-09,todonoticias,politica,2
discurso-de-odio,2022-09-09,todonoticias,politica,2
copitos,2022-09-09,todonoticias,espectaculos,0
discurso-de-odio,2022-09-09,todonoticias,espectaculos,0
copitos,2022-09-09,clarin,deportes,0
discurso-de-odio,2022-09-09,clarin,deportes,0
copitos,2022-09-08,clarin,viajes,0
discurso-de-odio,2022-09-08,clarin,viajes,0
copitos,2022-09-09,todonoticias,deportes,0
discurso-de-odio,2022-09-09,todonoticias,deportes,0
copitos,2022-09-09,todonoticias,estilo,0
discurso-de-odio,2022-09-09,todonoticias,estilo,0
copitos,2022-09-09,eldestape,internacional,0
discurso-de-odio,2022-09-09,eldestape,internacional,0
copitos,2022-09-09,eldestape,cultura,0
discurso-de-odio,2022-09-09,eldestape,cultura,0
copitos,2022-09-09,todonoticias,tecno,0
discurso-de-odio,2022-09-09,todonoticias,tecno,1
copitos,2022-09-09,ambito,sociedad,0
discurso-de-odio,2022-09-09,ambito,sociedad,0
copitos,2022-09-09,todonoticias,musica,0
discurso-de-odio,2022-09-09,todonoticias,musica,0
copitos,2022-09-09,paginadoce,economia,0
discurso-de-odio,2022-09-09,paginadoce,economia,0
copitos,2022-09-09,diariodeleuco,todo,0
discurso-de-odio,2022-09-09,diariodeleuco,todo,4
copitos,2022-09-09,lanacion,internacional,0
discurso-de-odio,2022-09-09,lanacion,internacional,0
copitos,2022-09-09,lanacion,economia,0
discurso-de-odio,2022-09-09,lanacion,economia,0
copitos,2022-09-09,lanacion,autos,0
discurso-de-odio,2022-09-09,lanacion,autos,0
copitos,2022-09-09,lanacion,politica,0
discurso-de-odio,2022-09-09,lanacion,politica,3
copitos,2022-09-09,lanacion,sociedad,0
discurso-de-odio,2022-09-09,lanacion,sociedad,0
copitos,2022-09-09,lanacion,opinion,0
discurso-de-odio,2022-09-09,lanacion,opinion,0
copitos,2022-09-09,lanacion,propiedades,0
discurso-de-odio,2022-09-09,lanacion,propiedades,0
copitos,2022-09-09,eldestape,espectaculos,0
discurso-de-odio,2022-09-09,eldestape,espectaculos,0
copitos,2022-09-09,todonoticias,internacional,0
discurso-de-odio,2022-09-09,todonoticias,internacional,0
copitos,2022-09-09,todonoticias,salud,0
discurso-de-odio,2022-09-09,todonoticias,salud,0
copitos,2022-09-09,clarin,rural,0
discurso-de-odio,2022-09-09,clarin,rural,0
copitos,2022-09-09,clarin,sociedad,0
discurso-de-odio,2022-09-09,clarin,sociedad,0
copitos,2022-09-09,paginadoce,sociedad,0
discurso-de-odio,2022-09-09,paginadoce,sociedad,0
copitos,2022-09-09,clarin,politica,1
discurso-de-odio,2022-09-09,clarin,politica,2
copitos,2022-09-09,lanacion,seguridad,0
discurso-de-odio,2022-09-09,lanacion,seguridad,0
copitos,2022-09-09,paginadoce,deportes,0
discurso-de-odio,2022-09-09,paginadoce,deportes,0
copitos,2022-09-09,ambito,opinion,0
discurso-de-odio,2022-09-09,ambito,opinion,0
copitos,2022-09-09,paginadoce,no,0
discurso-de-odio,2022-09-09,paginadoce,no,0
copitos,2022-09-09,lanacion,tecnologia,0
discurso-de-odio,2022-09-09,lanacion,tecnologia,0
copitos,2022-09-09,lanacion,buenos-aires,0
discurso-de-odio,2022-09-09,lanacion,buenos-aires,0
copitos,2022-09-09,lanacion,cultura,0
discurso-de-odio,2022-09-09,lanacion,cultura,0
copitos,2022-09-09,lanacion,salud,0
discurso-de-odio,2022-09-09,lanacion,salud,0
copitos,2022-09-09,clarin,opinion,0
discurso-de-odio,2022-09-09,clarin,opinion,0
copitos,2022-09-09,eldestape,sociedad,0
discurso-de-odio,2022-09-09,eldestape,sociedad,0
copitos,2022-09-09,todonoticias,autos,0
discurso-de-odio,2022-09-09,todonoticias,autos,0
copitos,2022-09-09,clarin,ciudades,0
discurso-de-odio,2022-09-09,clarin,ciudades,0
copitos,2022-09-09,clarin,tecnologia,0
discurso-de-odio,2022-09-09,clarin,tecnologia,0
copitos,2022-09-09,clarin,viajes,0
discurso-de-odio,2022-09-09,clarin,viajes,0
copitos,2022-09-09,lanacion,comunidad,0
discurso-de-odio,2022-09-09,lanacion,comunidad,0
copitos,2022-09-09,ambito,lifestyle,0
discurso-de-odio,2022-09-09,ambito,lifestyle,0
copitos,2022-09-09,paginadoce,psicologia,0
discurso-de-odio,2022-09-09,paginadoce,psicologia,0
copitos,2022-09-09,clarin,cultura,0
discurso-de-odio,2022-09-09,clarin,cultura,0
copitos,2022-09-10,perfil,economia,0
discurso-de-odio,2022-09-10,perfil,economia,0
copitos,2022-09-10,perfil,politica,1
discurso-de-odio,2022-09-10,perfil,politica,0
copitos,2022-09-10,perfil,deportes,0
discurso-de-odio,2022-09-10,perfil,deportes,0
copitos,2022-09-10,lanacion,espectaculos,0
discurso-de-odio,2022-09-10,lanacion,espectaculos,0
copitos,2022-09-10,perfil,internacional,0
discurso-de-odio,2022-09-10,perfil,internacional,0
copitos,2022-09-10,perfil,opinion,0
discurso-de-odio,2022-09-10,perfil,opinion,5
copitos,2022-09-10,ambito,sociedad,0
discurso-de-odio,2022-09-10,ambito,sociedad,0
copitos,2022-09-10,ambito,negocios,0
discurso-de-odio,2022-09-10,ambito,negocios,0
copitos,2022-09-10,paginadoce,espectaculos,0
discurso-de-odio,2022-09-10,paginadoce,espectaculos,0
copitos,2022-09-10,paginadoce,sociedad,0
discurso-de-odio,2022-09-10,paginadoce,sociedad,0
copitos,2022-09-10,paginadoce,rosario12,0
discurso-de-odio,2022-09-10,paginadoce,rosario12,0
copitos,2022-09-09,clarin,cartas-al-pais,0
discurso-de-odio,2022-09-09,clarin,cartas-al-pais,0
copitos,2022-09-10,eldestape,sociedad,0
discurso-de-odio,2022-09-10,eldestape,sociedad,0
copitos,2022-09-10,infobae,internacional,0
discurso-de-odio,2022-09-10,infobae,internacional,0
copitos,2022-09-10,infobae,sociedad,0
discurso-de-odio,2022-09-10,infobae,sociedad,0
copitos,2022-09-10,ambito,economia,0
discurso-de-odio,2022-09-10,ambito,economia,0
copitos,2022-09-10,ambito,deportes,0
discurso-de-odio,2022-09-10,ambito,deportes,0
copitos,2022-09-10,ambito,espectaculos,0
discurso-de-odio,2022-09-10,ambito,espectaculos,0
copitos,2022-09-10,ambito,finanzas,0
discurso-de-odio,2022-09-10,ambito,finanzas,0
copitos,2022-09-10,ambito,lifestyle,0
discurso-de-odio,2022-09-10,ambito,lifestyle,0
copitos,2022-09-10,ambito,opinion,0
discurso-de-odio,2022-09-10,ambito,opinion,0
copitos,2022-09-10,paginadoce,politica,0
discurso-de-odio,2022-09-10,paginadoce,politica,9
copitos,2022-09-10,infobae,espectaculos,0
discurso-de-odio,2022-09-10,infobae,espectaculos,0
copitos,2022-09-10,infobae,economia,0
discurso-de-odio,2022-09-10,infobae,economia,0
copitos,2022-09-10,infobae,cultura,0
discurso-de-odio,2022-09-10,infobae,cultura,0
copitos,2022-09-10,perfil,sociedad,0
discurso-de-odio,2022-09-10,perfil,sociedad,0
copitos,2022-09-10,infobae,politica,0
